car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
CarID6314,Maruti Alto K10 VXI Airbag,23400,Manual,Second Owner,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID6315,Maruti Celerio VXI MT BSIV,50000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID6316,Maruti Swift 1.3 LXI,158107,Manual,Second Owner,,,,
CarID6317,Mahindra XUV500 W8 2WD,90000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID6318,Hyundai Santro Sportz AMT BSIV,3010,Automatic,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm
CarID6319,Tata Manza Aqua Quadrajet BS IV,80000,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm
CarID6320,Ford Fiesta EXi 1.4 TDCi Ltd,155000,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)"
CarID6321,Maruti 800 AC,70000,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID6322,Hyundai Grand i10 1.2 Kappa Magna BSIV,4000,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID6323,Maruti Alto LXi BSIII,35000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID6324,Maruti Zen VXI,121000,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
CarID6325,Ford EcoSport 1.5 TDCi Titanium BSIV,110000,Manual,Second Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
CarID6326,Ford Fiesta 1.4 SXi TDCi ABS,170000,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)"
CarID6327,Maruti Swift Vdi BSIII,175000,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm
CarID6328,Mahindra XUV500 W10 1.99 mHawk,30000,Manual,First Owner,16.0 kmpl,1997 CC,140 bhp,320Nm@ 1600-2800rpm
CarID6329,Ford Fiesta 1.4 ZXi TDCi LE,163000,Manual,First Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)"
CarID6330,Ford Fiesta 1.4 ZXi TDCi ABS,163000,Manual,First Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)"
CarID6331,Mahindra Xylo D2 BS IV,77088,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm
CarID6332,Nissan Micra Diesel XV,110000,Manual,Third Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
CarID6333,Mahindra Bolero 2011-2019 SLX,136511,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
CarID6334,Maruti Ertiga ZXI,80000,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm
CarID6335,Maruti Ertiga ZXI,60000,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm
CarID6336,Maruti Swift Dzire ZXI,36000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
CarID6337,Maruti Wagon R VXI BS IV,65000,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID6338,BMW X1 sDrive20d,50000,Automatic,First Owner,17.05 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm
CarID6339,Maruti Wagon R Duo Lxi,60000,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm
CarID6340,Fiat Grande Punto 1.3 Emotion (Diesel),82500,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm
CarID6341,Ford EcoSport 1.5 Diesel Titanium BSIV,30000,Manual,Second Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm
CarID6342,Chevrolet Cruze LTZ,100000,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm
CarID6343,Maruti Swift Dzire LDI Optional,70000,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID6344,Tata Zest Quadrajet 1.3 XT,85000,Manual,First Owner,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm
CarID6345,Maruti Wagon R Stingray VXI,60000,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID6346,Maruti Alto 800 Base,20000,Manual,Third Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6347,Renault Duster 110PS Diesel RXZ Optional with Nav,80000,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm
CarID6348,Mahindra Xylo D2,100000,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm
CarID6349,Hyundai Santro LS zipPlus,75000,Manual,Second Owner,,,,
CarID6350,Maruti Swift 1.3 LXI,100000,Manual,First Owner,,,,
CarID6351,Maruti Vitara Brezza VDi Option,80000,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID6352,Tata Bolt Revotron XE,35000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
CarID6353,Chevrolet Beat Diesel,139000,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm
CarID6354,Maruti Alto AX,90000,Automatic,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID6355,Maruti Omni E 8 Str STD,120000,Manual,First Owner,,,,
CarID6356,Honda City 2017-2020 GXi,100000,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
CarID6357,Volkswagen Vento Diesel Trendline,90000,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm
CarID6358,Mahindra Bolero SLX,105000,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
CarID6359,Hyundai Xcent 1.2 CRDi E Plus,40000,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
CarID6360,Hyundai Xcent 1.2 VTVT S,90000,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID6361,Maruti Alto 800 LXI,36710,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6362,Mahindra Supro LX 8 Str,50000,Manual,First Owner,23.5 kmpl,909 CC,45 bhp,98Nm@ 1600-3000rpm
CarID6363,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,28180,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID6364,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,44000,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID6365,Tata Harrier XZ BSIV,15000,Manual,First Owner,17.0 kmpl,1956 CC,138.1 bhp,350Nm@ 1750-2500rpm
CarID6366,Datsun GO Plus T VDC,4000,Manual,First Owner,19.72 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
CarID6367,Maruti Ritz VDi,30000,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm
CarID6368,Maruti Swift VXI,15000,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID6369,Maruti Baleno Alpha 1.2,20000,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
CarID6370,Hyundai Grand i10 1.2 Kappa Sportz BSIV,56000,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID6371,Hyundai i20 Active 1.2 S,19000,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm
CarID6372,Ford Endeavour 2.2 Titanium AT 4X2,30000,Automatic,First Owner,12.62 kmpl,2198 CC,158 bhp,385Nm@ 1600-2500rpm
CarID6373,Hyundai i20 1.2 Magna Executive,70000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
CarID6374,Tata Indigo CS LX (TDI) BS III,30000,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm
CarID6375,Maruti Eeco 5 Seater AC BSIV,15000,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
CarID6376,Maruti Alto 800 LXI,85000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6377,Maruti Swift AMT VXI,50000,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID6378,Hyundai i20 Active SX Petrol,20000,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm
CarID6379,Maruti Wagon R VXI Optional,25000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID6380,Tata Nexon 1.2 Revotron XM,25000,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm
CarID6381,Maruti Swift Dzire VXI,50000,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
CarID6382,Hyundai i20 1.4 CRDi Asta,150000,Manual,Fourth & Above Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
CarID6383,Toyota Corolla Altis 1.8 VL AT,90000,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm
CarID6384,Tata Zest Revotron 1.2T XMS,100000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
CarID6385,Ford Fiesta Classic 1.4 SXI Duratorq,180000,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm
CarID6386,Maruti Alto 800 LXI,50000,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6387,Maruti Ritz VDi,80000,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm
CarID6388,Maruti Zen Std,100000,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
CarID6389,Hyundai EON D Lite Plus,93000,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID6390,Mahindra Bolero 2011-2019 DI - AC BS III,11500,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm
CarID6391,Hyundai i20 Asta 1.2,120000,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
CarID6392,Hyundai Santro Xing XG AT eRLX Euro II,100000,Automatic,Second Owner,,,,
CarID6393,Mahindra Xylo D2 Maxx,50000,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm
CarID6394,Honda City V MT,120000,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm
CarID6395,Ford Fiesta 1.4 SXi TDCi ABS,100000,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)"
CarID6396,Maruti 800 Std,57000,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID6397,Hyundai EON Era Plus,60000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID6398,Ford Figo Aspire 1.5 Ti-VCT Titanium,44077,Automatic,First Owner,17.01 kmpl,1499 CC,110.5 bhp,136Nm@ 4250rpm
CarID6399,Maruti Alto 800 LXI,90000,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6400,Hyundai i20 Active 1.4 S,50000,Manual,Second Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm
CarID6401,Ford EcoSport 1.5 TDCi Trend Plus BSIV,60000,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
CarID6402,Hyundai i10 Era,20000,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm
CarID6403,Maruti Alto LX BSIII,90000,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID6404,Ford Figo 1.5D Ambiente MT,70000,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
CarID6405,Maruti Swift 1.3 VXi,80000,Manual,Second Owner,,,,
CarID6406,Chevrolet Enjoy 1.3 TCDi LS 8,80000,Manual,First Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm
CarID6407,Hyundai Verna 1.6 SX,72000,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
CarID6408,Mahindra Scorpio 1.99 S8,50000,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
CarID6409,Maruti Swift Dzire ZXi,90000,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm
CarID6410,Hyundai Elite i20 Petrol Asta,17000,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm
CarID6411,Mahindra Scorpio VLX 2WD BSIII,70000,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID6412,Volkswagen Polo Diesel Highline 1.2L,74000,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm
CarID6413,Maruti Alto LX BSIII,60000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID6414,Maruti Alto 800 LX,15000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6415,Honda WR-V i-DTEC VX,72000,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID6416,Tata Indica V2 LSi,25000,Manual,Second Owner,16.84 kmpl,1193 CC,64.4 bhp,99.8Nm@ 2700rpm
CarID6417,Maruti Alto LXI,114000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID6418,Honda City 1.5 EXI,120000,Manual,First Owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm
CarID6419,Skoda Octavia Ambiente 1.9 TDI MT,250000,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900
CarID6420,Tata Indica Vista Terra 1.4 TDI,55768,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm
CarID6421,Hyundai Grand i10 1.2 Kappa Magna AT,40000,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID6422,Maruti Wagon R LXI,70000,Manual,Second Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
CarID6423,Tata Tigor 1.2 Revotron XZ,50000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID6424,Maruti Alto K10 VXI,20000,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
CarID6425,Maruti Swift Dzire VDI,70000,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID6426,Hyundai Grand i10 Asta Option,60000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID6427,Tata Indica Vista Aqua 1.4 TDI,120000,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm 
CarID6428,Maruti Ritz VDi,110000,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm
CarID6429,Tata Tiago 1.2 Revotron XZ,60000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID6430,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,30000,Manual,First Owner,16.5 kmpl,995 CC,63 bhp,90.3Nm@ 4200rpm
CarID6431,Skoda Rapid 1.5 TDI Ambition BSIV,35000,Manual,First Owner,21.13 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-2500rpm
CarID6432,Maruti 800 Std,50000,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID6433,Renault Duster 110PS Diesel RxZ,100000,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm
CarID6434,Mahindra XUV500 W8 4WD,80000,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID6435,Volkswagen CrossPolo 1.5 TDI,84000,Manual,Second Owner,20.14 kmpl,1498 CC,88.5 bhp,230Nm@ 1500-2500rpm
CarID6436,Ford Fiesta 1.5 TDCi Ambiente,60000,Manual,First Owner,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm
CarID6437,Maruti Zen VXI,50000,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
CarID6438,Hyundai i10 Magna 1.2 iTech SE,60000,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
CarID6439,Mahindra XUV500 W10 2WD,100000,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID6440,Mahindra Bolero 2011-2019 SLX,70000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
CarID6441,Mahindra Bolero 2011-2019 ZLX,82500,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
CarID6442,Mahindra Bolero 2011-2019 Plus AC,76000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm
CarID6443,Tata Indica Vista Terra Quadrajet 1.3L BS IV,87000,Manual,First Owner,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm
CarID6444,Mahindra Xylo E4,120000,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm
CarID6445,Tata Zest Revotron 1.2T XM,70000,Manual,Second Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
CarID6446,Maruti Swift Dzire VDI,90000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID6447,Tata Manza Aura (ABS) Quadrajet BS IV,188000,Manual,Second Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm
CarID6448,Chevrolet Enjoy TCDi LS 8 Seater,120000,Manual,Second Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm
CarID6449,Honda City i VTEC V,80000,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
CarID6450,Hyundai i10 Magna,123278,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
CarID6451,Honda City i DTEC V,100000,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID6452,Hyundai i20 Active 1.4 SX with AVN,90000,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm
CarID6453,Ford Figo Diesel Titanium,110000,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID6454,Ford Figo Diesel Celebration Edition,110000,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm
CarID6455,Tata Zest Quadrajet 1.3 XT,70000,Manual,First Owner,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm
CarID6456,Mahindra XUV500 W8 AWD,65000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID6457,Jaguar XF 2.2 Litre Luxury,70000,Automatic,Second Owner,16.36 kmpl,2179 CC,187.7 bhp,450Nm@ 2000rpm
CarID6458,Tata New Safari DICOR 2.2 LX 4x2,90000,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
CarID6459,Maruti Alto 800 VXI,50000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6460,Hyundai EON Era Plus,33000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID6461,Maruti Alto 800 LXI,26500,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6462,Hyundai Santro Xing GLS,60000,Manual,Fourth & Above Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm
CarID6463,Maruti Swift Dzire VDI,70000,Manual,Third Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID6464,Datsun GO A,80000,Manual,First Owner,20.63 kmpl,1198 CC,67.06 bhp,104Nm@ 4000rpm
CarID6465,Hyundai i20 1.4 Sportz,60000,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
CarID6466,Skoda Fabia 1.2L Diesel Ambiente,100000,Manual,First Owner,19.5 kmpl,1199 CC,75 bhp,180 Nm at 2000rpm
CarID6467,Volkswagen Vento Diesel Comfortline,80000,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm
CarID6468,Hyundai Grand i10 Asta,35000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID6469,Ford Endeavour 3.2 Titanium AT 4X4,35000,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm
CarID6470,Hyundai Grand i10 1.2 Kappa Sportz BSIV,10000,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID6471,Tata Indica Vista Aura 1.3 Quadrajet (ABS),80000,Manual,First Owner,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm
CarID6472,Hyundai EON Era Plus,50000,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID6473,Maruti Wagon R LX BSIII,90000,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)"
CarID6474,Maruti Alto 800 VXI,80000,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6475,Renault KWID Climber 1.0 MT,25000,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm
CarID6476,Maruti Alto K10 2010-2014 VXI,70000,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID6477,Hyundai Elite i20 Petrol CVT Magna Executive,80000,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm
CarID6478,Volkswagen Polo Select 1.5 TDI Highline,50000,Manual,First Owner,20.14 kmpl,1498 CC,88.7 bhp,230Nm@ 1500-2500rpm
CarID6479,Honda City i DTEC S,70000,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID6480,Datsun GO T BSIV,60000,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
CarID6481,Hyundai Verna VTVT 1.6 SX,15000,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm
CarID6482,Toyota Etios Diesel TRD Sportivo,90000,Manual,First Owner,23.59 kmpl,1364 CC,67.1 bhp,170Nm@ 1800-2400rpm
CarID6483,Tata Nexon 1.2 Revotron XM,28000,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm
CarID6484,Hyundai Elite i20 Sportz Plus CVT BSIV,20000,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm
CarID6485,Hyundai Grand i10 CRDi Magna,60000,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm
CarID6486,Maruti Alto 800 LXI,22000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID6487,Tata New Safari DICOR 2.2 EX 4x2,70000,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
CarID6488,Chevrolet Sail Hatchback LT ABS,80000,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm
CarID6489,Maruti Wagon R LXI CNG Optional,35000,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm
CarID6490,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,60000,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm
CarID6491,Tata Tiago 1.2 Revotron XE,20000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID6492,Maruti Ritz VDi,142000,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm
CarID6493,Maruti Swift Dzire ZDI,72000,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID6494,Ford EcoSport 1.5 Diesel Titanium BSIV,90000,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm
CarID6495,Ford Figo Diesel Titanium,80000,Manual,Third Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID6496,Hyundai i20 1.4 CRDi Asta,125000,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
CarID6497,Maruti Ciaz ZXi Plus,33000,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm
CarID6498,Hyundai Creta 1.6 CRDi SX Option,50000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID6499,Mahindra Scorpio LX,120000,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID6500,Hyundai Xcent 1.2 CRDi E,35000,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm
CarID6501,Honda Amaze S Diesel BSIV,43000,Manual,First Owner,27.4 kmpl,1498 CC,98.63 bhp,200Nm@ 1750rpm
CarID6502,Maruti Alto LXi,60000,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID6503,Mahindra Scorpio LX,148000,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID6504,Hyundai Verna 1.6 SX CRDi (O),70000,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
CarID6505,Nissan Sunny XL,96000,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm
CarID6506,Mahindra Scorpio 1.99 S6 Plus,70000,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
