,brand,year,selling_price,fuel,seller_type,mileage
6801,Tata,2010,200000,Diesel,Individual,19.09 kmpl
6802,Hyundai,2010,200000,Petrol,Individual,20.36 kmpl
6803,Mahindra,2011,370000,Diesel,Individual,15.96 kmpl
6804,Tata,2008,250000,Petrol,Individual,15.2 kmpl
6805,Renault,2016,290000,Petrol,Individual,25.17 kmpl
6806,Maruti,2018,900000,Diesel,Individual,24.52 kmpl
6807,Ford,2013,325000,Diesel,Individual,20.0 kmpl
6808,Hyundai,2016,425000,Petrol,Individual,18.9 kmpl
6809,Renault,2016,315000,Petrol,Individual,25.17 kmpl
6810,Maruti,2014,300000,Petrol,Individual,23.95 kmpl
6811,Hyundai,2013,325000,Petrol,Individual,20.36 kmpl
6812,Hyundai,2016,900000,Diesel,Individual,21.38 kmpl
6813,Hyundai,2016,950000,Diesel,Individual,21.38 kmpl
6814,Volkswagen,2010,320000,Diesel,Individual,20.54 kmpl
6815,Volkswagen,2019,500000,Petrol,Individual,19.44 kmpl
6816,Ford,2012,290000,Petrol,Individual,15.6 kmpl
6817,Tata,2012,60000,Petrol,Individual,25.4 kmpl
6818,Maruti,2009,120000,Petrol,Individual,19.0 kmpl
6819,Honda,2017,850000,Diesel,Dealer,25.6 kmpl
6820,Toyota,2017,1750000,Diesel,Dealer,13.68 kmpl
6821,Honda,2015,600000,Diesel,Dealer,26.0 kmpl
6822,Volkswagen,2015,620000,Diesel,Individual,20.14 kmpl
6823,Maruti,2009,150000,Petrol,Individual,19.7 kmpl
6824,Hyundai,2011,150000,Petrol,Individual,0.0 kmpl
6825,Tata,2008,135000,Petrol,Individual,12.85 kmpl
6826,Tata,2011,200000,Diesel,Individual,17.0 kmpl
6827,Maruti,2015,730000,Diesel,Individual,26.21 kmpl
6828,Toyota,2013,800000,Diesel,Individual,12.99 kmpl
6829,Mahindra,2009,300000,Diesel,Individual,14.0 kmpl
6830,Ford,2012,190000,Diesel,Individual,20.0 kmpl
6831,Honda,2011,350000,Petrol,Individual,15.5 kmpl
6832,Hyundai,2015,509999,Diesel,Individual,24.4 kmpl
6833,Maruti,2012,400000,Diesel,Individual,20.77 kmpl
6834,Toyota,2013,800000,Diesel,Individual,12.99 kmpl
6835,Tata,2013,250000,Diesel,Individual,21.02 kmpl
6836,Hyundai,2016,930000,Diesel,Individual,19.67 kmpl
6837,Maruti,2016,720000,Diesel,Individual,24.3 kmpl
6838,Ford,2011,225000,Petrol,Individual,15.6 kmpl
6839,Ford,2019,950000,Diesel,Individual,23.0 kmpl
6840,Hyundai,2018,530000,Petrol,Individual,17.19 kmpl
6841,Hyundai,2016,470000,Petrol,Individual,18.6 kmpl
6842,Mahindra,2017,650000,Diesel,Individual,15.96 kmpl
6843,Tata,2014,540000,Diesel,Individual,14.0 kmpl
6844,Maruti,2015,459999,Diesel,Individual,25.2 kmpl
6845,Renault,2019,325000,Petrol,Individual,25.17 kmpl
6846,Maruti,2016,240000,Petrol,Individual,16.8 kmpl
6847,Mahindra,2017,400000,Petrol,Individual,18.15 kmpl
6848,Maruti,2004,70000,Petrol,Individual,19.7 kmpl
6849,Maruti,2009,250000,Petrol,Individual,17.5 kmpl
6850,Toyota,2014,910000,Diesel,Individual,12.99 kmpl
6851,Maruti,2018,720000,Diesel,Individual,28.4 kmpl
6852,Maruti,2015,590000,Diesel,Individual,26.59 kmpl
6853,Chevrolet,2015,434000,Diesel,Individual,13.58 kmpl
6854,Mahindra,2006,145000,Diesel,Individual,13.6 kmpl
6855,Mahindra,2018,445000,Petrol,Individual,18.15 kmpl
6856,Hyundai,2011,191000,LPG,Individual,13.45 km/kg
6857,Ford,2018,372000,Diesel,Individual,25.83 kmpl
6858,Maruti,2005,65000,Petrol,Individual,18.9 kmpl
6860,Ford,2015,300000,Diesel,Individual,20.0 kmpl
6861,Mahindra,2003,125000,Diesel,Individual,12.7 kmpl
6862,Tata,2017,520000,Petrol,Individual,20.3 kmpl
6863,Maruti,2014,190000,Petrol,Individual,22.74 kmpl
6864,Datsun,2018,310000,Petrol,Individual,22.5 kmpl
6865,Toyota,2012,750000,Diesel,Individual,12.8 kmpl
6866,Mahindra,2016,750000,Diesel,Individual,18.49 kmpl
6867,Maruti,2019,350000,Petrol,Individual,23.95 kmpl
6868,Maruti,2020,360000,Petrol,Individual,22.05 kmpl
6869,Renault,2017,285000,Petrol,Individual,25.17 kmpl
6870,Maruti,2013,160000,Petrol,Individual,22.74 kmpl
6871,Datsun,2015,229999,Petrol,Individual,19.44 kmpl
6872,Maruti,2007,85000,Petrol,Individual,19.7 kmpl
6873,Datsun,2018,300000,Petrol,Individual,22.5 kmpl
6874,Mahindra,2014,675000,Diesel,Individual,12.05 kmpl
6875,Mahindra,2014,700000,Diesel,Individual,12.05 kmpl
6876,Mahindra,2008,400000,Diesel,Individual,12.7 kmpl
6877,Renault,2016,254999,Petrol,Individual,25.17 kmpl
6878,Mahindra,2015,1050000,Diesel,Individual,15.4 kmpl
6879,Maruti,2013,390000,Diesel,Individual,23.4 kmpl
6880,Toyota,2015,450000,Diesel,Individual,23.59 kmpl
6881,Toyota,2016,1630000,Diesel,Individual,11.36 kmpl
6882,Maruti,2017,725000,Diesel,Individual,24.3 kmpl
6883,Tata,2013,466000,Diesel,Individual,14.0 kmpl
6884,Ford,2017,370000,Petrol,Individual,18.16 kmpl
6885,Maruti,2007,150000,Petrol,Individual,18.2 kmpl
6886,Maruti,2017,483000,Petrol,Individual,23.1 kmpl
6887,Hyundai,2016,470000,Petrol,Individual,18.9 kmpl
6888,Maruti,2018,950000,Diesel,Individual,24.3 kmpl
6889,Hyundai,2013,450000,Petrol,Individual,17.01 kmpl
6890,Toyota,2011,345000,Petrol,Individual,17.6 kmpl
6891,Maruti,2009,300000,Petrol,Individual,19.0 kmpl
6892,Maruti,2007,160000,Petrol,Individual,18.2 kmpl
6893,Maruti,2004,120000,Petrol,Individual,16.1 kmpl
6894,Tata,2020,500000,Petrol,Individual,17.57 kmpl
6895,Mahindra,2018,1350000,Diesel,Individual,16.0 kmpl
6896,Hyundai,2017,455000,Diesel,Individual,24.0 kmpl
6897,Hyundai,2013,165000,Petrol,Individual,21.1 kmpl
6898,Maruti,2016,470000,Petrol,Individual,20.4 kmpl
6899,Maruti,2016,470000,Petrol,Individual,20.4 kmpl
6900,Jeep,2019,1520000,Petrol,Individual,16.0 kmpl
6901,Maruti,2014,229999,Petrol,Individual,23.95 kmpl
6902,Mahindra,2011,250000,Diesel,Individual,15.96 kmpl
6903,Mahindra,2016,1350000,Diesel,Individual,16.0 kmpl
6904,Hyundai,2013,220000,Petrol,Individual,17.92 kmpl
6905,Hyundai,2015,360000,Diesel,Individual,24.4 kmpl
6906,Maruti,2018,350000,Petrol,Individual,23.95 kmpl
6907,Hyundai,2012,500000,Diesel,Individual,22.32 kmpl
6908,Chevrolet,2013,145000,Diesel,Individual,25.44 kmpl
6909,Chevrolet,2014,300000,Petrol,Individual,18.2 kmpl
6911,Hyundai,2009,180000,Petrol,Individual,13.2 kmpl
6913,Maruti,2013,530000,Diesel,Individual,23.4 kmpl
6914,Renault,2014,620000,Diesel,Individual,19.01 kmpl
6915,Toyota,2015,360000,Petrol,Individual,16.78 kmpl
6916,Hyundai,2010,245000,Petrol,Individual,17.92 kmpl
6918,Ford,2003,130000,Petrol,Individual,14.2 kmpl
6919,Maruti,1999,70000,Petrol,Individual,15.9 kmpl
6920,Maruti,1999,70000,Petrol,Individual,15.9 kmpl
6921,Ford,2014,650000,Diesel,Individual,25.01 kmpl
6922,Maruti,2019,610000,Petrol,Individual,21.21 kmpl
6923,Maruti,2015,300000,Petrol,Individual,23.95 kmpl
6924,Hyundai,2014,425000,Diesel,Individual,24.0 kmpl
6925,Hyundai,2012,450000,Diesel,Individual,22.32 kmpl
6926,Hyundai,2011,450000,Diesel,Individual,22.32 kmpl
6927,Hyundai,2011,340000,Petrol,Individual,16.95 kmpl
6928,Maruti,2013,650000,Diesel,Individual,20.77 kmpl
6929,Tata,2009,160000,Diesel,Individual,19.09 kmpl
6930,Tata,2014,250000,Diesel,Individual,19.1 kmpl
6931,Chevrolet,2012,225000,Diesel,Individual,25.44 kmpl
6932,Tata,2007,55000,Diesel,Individual,17.88 kmpl
6933,Maruti,1996,42000,Petrol,Individual,16.1 kmpl
6935,Hyundai,2006,282000,Diesel,Individual,12.6 kmpl
6936,Tata,2007,80000,Diesel,Individual,16.8 kmpl
6937,Maruti,2016,500000,Petrol,Individual,20.85 kmpl
6938,Ford,2016,500000,Diesel,Individual,25.83 kmpl
6939,Maruti,2011,400000,Diesel,Individual,22.9 kmpl
6940,Mahindra,2013,550000,Diesel,Individual,15.96 kmpl
6941,Tata,2007,200000,Diesel,Individual,13.93 kmpl
6942,Hyundai,2012,280000,Petrol,Individual,20.36 kmpl
6943,Maruti,2014,580000,Diesel,Individual,23.4 kmpl
6944,Tata,2009,100000,Diesel,Individual,18.8 kmpl
6945,Mahindra,2014,550000,Diesel,Individual,14.0 kmpl
6946,Mahindra,2017,700000,Diesel,Individual,18.49 kmpl
6947,Tata,2010,150000,Petrol,Individual,15.0 kmpl
6948,Hyundai,2014,190000,Petrol,Individual,21.1 kmpl
6949,Mahindra,2013,500000,Diesel,Individual,15.96 kmpl
6950,Maruti,2017,640000,Diesel,Individual,25.2 kmpl
6951,Skoda,2011,340000,Diesel,Individual,20.86 kmpl
6952,Hyundai,2019,811000,Diesel,Individual,22.54 kmpl
6953,Maruti,2016,409999,Diesel,Individual,23.2 kmpl
6954,Maruti,2007,220000,Petrol,Individual,16.1 kmpl
6955,Tata,2013,170000,Diesel,Individual,17.88 kmpl
6956,Hyundai,2018,700000,Petrol,Individual,18.6 kmpl
6957,Mahindra,2015,950000,Diesel,Individual,15.4 kmpl
6958,Hyundai,2003,80000,Petrol,Individual,14.4 kmpl
6959,Jaguar,2017,2711000,Diesel,Dealer,13.6 kmpl
6960,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
6961,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
6962,Tata,2015,503000,Diesel,Individual,14.1 kmpl
6963,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
6964,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
6965,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
6966,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
6967,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
6968,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
6969,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
6970,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
6971,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
6972,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
6973,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
6974,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
6975,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
6976,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
6977,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
6978,Maruti,2014,420000,Diesel,Individual,23.4 kmpl
6979,Maruti,2018,899000,Diesel,Individual,25.1 kmpl
6980,Datsun,2019,459999,Petrol,Individual,19.83 kmpl
6981,Hyundai,2008,150000,Diesel,Individual,18.1 kmpl
6982,Renault,2017,350000,Petrol,Individual,23.01 kmpl
6983,Toyota,2015,509999,Diesel,Individual,23.59 kmpl
6984,Mahindra,2013,500000,Diesel,Individual,15.96 kmpl
6985,Tata,2017,370000,Petrol,Individual,17.57 kmpl
6986,Maruti,2013,240000,Petrol,Individual,20.92 kmpl
6987,Hyundai,2015,530000,Diesel,Individual,22.54 kmpl
6988,Mahindra,2015,1000000,Diesel,Individual,15.4 kmpl
6989,Toyota,2018,1600000,Diesel,Individual,13.68 kmpl
6990,Hyundai,2014,350000,Petrol,Individual,20.36 kmpl
6991,Mahindra,2015,1100000,Diesel,Individual,16.0 kmpl
6992,Hyundai,2011,220000,Petrol,Individual,18.5 kmpl
6993,Hyundai,2015,350000,Petrol,Individual,18.9 kmpl
6994,Maruti,2013,370000,Diesel,Individual,22.9 kmpl
6995,Maruti,2014,220000,Petrol,Individual,17.5 kmpl
6996,Chevrolet,2013,200000,Diesel,Individual,22.1 kmpl
6997,Mahindra,2017,400000,Diesel,Individual,25.32 kmpl
6998,Fiat,2009,150000,Petrol,Individual,14.6 kmpl
6999,Toyota,2020,1500000,Petrol,Individual,10.75 kmpl
7000,Maruti,2011,130000,Petrol,Individual,14.0 kmpl
7001,Maruti,2013,185000,Petrol,Individual,22.74 kmpl
7002,Hyundai,2010,110000,Petrol,Individual,0.0 kmpl
7003,Mahindra,2012,450000,Diesel,Individual,15.96 kmpl
7004,Hyundai,2018,500000,Petrol,Individual,18.9 kmpl
7005,Ford,2017,570000,Petrol,Dealer,17.0 kmpl
7006,Mahindra,2013,650000,Diesel,Dealer,15.1 kmpl
7007,Toyota,2012,1680000,Diesel,Dealer,11.5 kmpl
7008,Datsun,2018,250000,Petrol,Individual,22.7 kmpl
7009,Hyundai,2014,320000,Petrol,Individual,20.36 kmpl
7010,Maruti,2017,440000,Petrol,Individual,20.51 kmpl
7011,Hyundai,2013,315000,Petrol,Individual,18.5 kmpl
7013,Tata,2010,202999,Diesel,Individual,18.8 kmpl
7014,Hyundai,2012,179000,Petrol,Individual,21.1 kmpl
7015,Hyundai,2008,140000,Petrol,Individual,20.36 kmpl
7016,Maruti,2008,150000,Petrol,Individual,18.2 kmpl
7017,Mahindra,2011,440000,Diesel,Individual,13.6 kmpl
7018,Ford,2011,250000,Diesel,Dealer,20.0 kmpl
7019,Maruti,2014,330000,Petrol,Individual,20.51 kmpl
7020,Ford,2010,250000,Petrol,Individual,15.6 kmpl
7021,Hyundai,2012,335000,Petrol,Individual,18.5 kmpl
7022,Mahindra,2016,1025000,Diesel,Dealer,16.0 kmpl
7023,Hyundai,2012,320000,Petrol,Dealer,18.5 kmpl
7024,Maruti,2015,550000,Petrol,Individual,20.73 kmpl
7025,Honda,2018,800000,Diesel,Individual,25.5 kmpl
7026,Tata,2017,380000,Petrol,Individual,23.84 kmpl
7027,Renault,2013,400000,Diesel,Individual,20.46 kmpl
7028,Maruti,2016,375000,Petrol,Individual,20.51 kmpl
7029,Honda,2017,1100000,Petrol,Individual,18.0 kmpl
7030,Hyundai,2018,650000,Petrol,Individual,18.6 kmpl
7031,Nissan,2014,361000,Petrol,Individual,19.34 kmpl
7032,Hyundai,2012,140000,Petrol,Individual,21.1 kmpl
7033,Hyundai,2019,550000,Petrol,Individual,20.14 kmpl
7034,Honda,2019,670000,Petrol,Individual,19.5 kmpl
7035,Maruti,2017,880000,Diesel,Individual,24.3 kmpl
7036,Ford,2018,950000,Diesel,Individual,23.0 kmpl
7037,Chevrolet,2010,300000,Diesel,Individual,18.3 kmpl
7038,Honda,2017,1150000,Petrol,Individual,18.0 kmpl
7039,Chevrolet,2015,450000,Diesel,Individual,14.81 kmpl
7040,Maruti,2018,375000,CNG,Individual,21.94 km/kg
7041,Maruti,2016,600000,Petrol,Individual,17.5 kmpl
7042,Toyota,2008,700000,Diesel,Individual,12.8 kmpl
7043,Hyundai,2018,600000,Diesel,Individual,25.4 kmpl
7044,Mahindra,2014,630000,Diesel,Individual,14.02 kmpl
7045,Maruti,2016,590000,Petrol,Individual,20.73 kmpl
7046,Hyundai,2019,420000,Petrol,Individual,20.3 kmpl
7047,Mitsubishi,2016,1950000,Diesel,Individual,13.5 kmpl
7048,Tata,2013,541000,Diesel,Individual,13.93 kmpl
7049,Toyota,2015,900000,Diesel,Individual,12.99 kmpl
7050,Toyota,2015,900000,Diesel,Individual,12.99 kmpl
7051,Tata,2009,250000,Diesel,Individual,18.8 kmpl
7052,Mahindra,2019,670000,Diesel,Individual,15.96 kmpl
7053,Tata,2019,530000,Petrol,Individual,20.3 kmpl
7054,Chevrolet,2012,150000,Diesel,Individual,25.44 kmpl
7055,Mahindra,2013,550000,Diesel,Individual,15.1 kmpl
7056,Mahindra,2015,650000,Diesel,Individual,15.4 kmpl
7057,Tata,2012,180000,Diesel,Individual,19.4 kmpl
7058,Mahindra,2015,585000,Diesel,Individual,16.55 kmpl
7059,Hyundai,2013,345000,Petrol,Individual,18.5 kmpl
7060,Maruti,2013,350000,Diesel,Individual,22.9 kmpl
7061,Honda,2016,725000,Petrol,Individual,15.4 kmpl
7062,Tata,2012,250000,Diesel,Individual,15.42 kmpl
7063,Maruti,2002,45000,Petrol,Individual,16.1 kmpl
7064,Toyota,2007,409999,Diesel,Individual,12.8 kmpl
7065,Renault,2017,325000,Petrol,Individual,23.01 kmpl
7066,Maruti,2016,350000,Petrol,Individual,23.95 kmpl
7067,Maruti,2012,180000,Petrol,Individual,19.7 kmpl
7068,Fiat,2010,150000,Petrol,Individual,16.0 kmpl
7069,Maruti,2020,700000,Petrol,Individual,23.26 kmpl
7070,Maruti,2016,795000,Diesel,Individual,28.09 kmpl
7071,Mahindra,2019,950000,Diesel,Individual,16.55 kmpl
7072,Volkswagen,2018,885000,Diesel,Individual,21.5 kmpl
7073,Maruti,2011,160000,Diesel,Individual,21.1 kmpl
7074,Hyundai,2012,300000,Diesel,Individual,23.0 kmpl
7075,Volkswagen,2018,950000,Diesel,Individual,21.5 kmpl
7076,Maruti,2015,549000,Diesel,Individual,20.77 kmpl
7077,Audi,2018,3000000,Diesel,Individual,20.38 kmpl
7078,Toyota,2015,1200000,Diesel,Individual,12.99 kmpl
7079,Renault,2012,570000,Diesel,Individual,21.8 kmpl
7080,Mahindra,2017,800000,Diesel,Individual,16.55 kmpl
7081,Hyundai,2009,375000,Diesel,Individual,18.1 kmpl
7082,Mahindra,2009,300000,Diesel,Individual,13.6 kmpl
7083,Toyota,2013,350000,Petrol,Individual,16.78 kmpl
7084,Mahindra,2011,400000,Diesel,Individual,13.6 kmpl
7085,Volkswagen,2015,434999,Diesel,Individual,20.14 kmpl
7087,Maruti,2015,260000,Petrol,Individual,22.74 kmpl
7088,Maruti,2013,450000,Diesel,Individual,22.9 kmpl
7089,Hyundai,2013,459999,Diesel,Individual,22.32 kmpl
7090,Maruti,2011,210000,Diesel,Individual,21.1 kmpl
7091,Maruti,2015,540000,Petrol,Individual,20.85 kmpl
7092,Maruti,2017,710000,Diesel,Individual,24.52 kmpl
7093,Maruti,2018,285000,Petrol,Individual,24.7 kmpl
7094,Hyundai,2019,990000,Diesel,Individual,22.1 kmpl
7095,Tata,2017,362000,Petrol,Individual,15.64 kmpl
7096,Ford,2017,880000,Diesel,Individual,23.0 kmpl
7097,Mahindra,2017,700000,Diesel,Individual,18.49 kmpl
7098,Mahindra,2016,600000,Diesel,Individual,15.96 kmpl
7099,Nissan,2015,700000,Petrol,Individual,13.24 kmpl
7100,Tata,2016,400000,Diesel,Individual,27.28 kmpl
7101,Hyundai,2010,165000,LPG,Individual,13.2 km/kg
7102,Toyota,2007,350000,Diesel,Individual,12.8 kmpl
7103,Maruti,2014,425000,Petrol,Individual,16.02 kmpl
7104,Hyundai,2012,180000,Petrol,Individual,17.92 kmpl
7105,Maruti,2012,170000,Petrol,Individual,20.92 kmpl
7106,Mahindra,2014,370000,Diesel,Individual,15.96 kmpl
7107,Maruti,2018,800000,Diesel,Individual,24.3 kmpl
7108,Ford,2017,900000,Diesel,Individual,23.0 kmpl
7109,Maruti,2013,390000,Diesel,Individual,22.9 kmpl
7110,Maruti,2014,445000,Diesel,Individual,23.4 kmpl
7111,Maruti,2014,459999,Diesel,Individual,23.4 kmpl
7112,Maruti,2013,275000,LPG,Individual,14.4 km/kg
7113,Maruti,2009,200000,Diesel,Individual,21.1 kmpl
7114,Maruti,2012,350000,Petrol,Individual,17.5 kmpl
7115,Tata,2007,95000,Diesel,Individual,12.0 kmpl
7116,Toyota,2014,550000,Diesel,Individual,23.59 kmpl
7117,Chevrolet,2016,900000,Diesel,Individual,13.58 kmpl
7118,Tata,2013,350000,Diesel,Individual,15.3 kmpl
7119,Nissan,2015,325000,Petrol,Individual,19.34 kmpl
7120,Hyundai,2014,455999,Petrol,Individual,18.9 kmpl
7121,Maruti,2008,129000,Petrol,Individual,19.7 kmpl
7122,Maruti,2017,254000,Petrol,Individual,24.7 kmpl
7123,Ford,2014,570000,Diesel,Individual,21.7 kmpl
7124,Nissan,2018,840000,Diesel,Individual,19.87 kmpl
7125,Tata,2010,235000,Diesel,Individual,13.93 kmpl
7126,Mahindra,2016,700000,Diesel,Individual,18.49 kmpl
7128,Hyundai,2018,528000,Petrol,Individual,18.9 kmpl
7129,Jeep,2017,1500000,Diesel,Individual,17.1 kmpl
7130,Mahindra,2016,560000,Diesel,Individual,15.96 kmpl
7131,Mahindra,2016,600000,Diesel,Individual,15.96 kmpl
7132,Chevrolet,2007,102000,Petrol,Individual,15.26 kmpl
7133,Mahindra,2014,750000,Diesel,Individual,15.1 kmpl
7134,Chevrolet,2010,148000,Petrol,Individual,14.7 kmpl
7135,Maruti,2015,650000,Petrol,Individual,21.4 kmpl
7136,Volkswagen,2012,310000,Petrol,Individual,16.47 kmpl
7137,Hyundai,2014,480000,Petrol,Individual,19.1 kmpl
7138,Maruti,2018,320000,Petrol,Individual,24.7 kmpl
7139,Honda,2015,750000,Petrol,Individual,17.4 kmpl
7140,Nissan,2017,370000,Petrol,Individual,19.49 kmpl
7141,Maruti,2013,320000,Petrol,Individual,18.6 kmpl
7142,Maruti,2013,420000,Petrol,Individual,18.6 kmpl
7143,Maruti,2010,240000,Petrol,Individual,17.5 kmpl
7144,Datsun,2017,220000,Petrol,Individual,22.5 kmpl
7145,Tata,2016,350000,Petrol,Individual,23.84 kmpl
7146,Honda,2018,675000,Diesel,Individual,25.8 kmpl
7147,Toyota,2016,434999,Petrol,Individual,18.16 kmpl
7148,Honda,2006,125000,Petrol,Individual,13.1 kmpl
7149,Mahindra,2016,400000,Petrol,Individual,18.15 kmpl
7150,Chevrolet,2015,425000,Diesel,Individual,13.58 kmpl
7151,Maruti,2010,311000,Diesel,Individual,21.1 kmpl
7152,Chevrolet,2015,509999,Diesel,Individual,13.58 kmpl
7153,Ford,2015,530000,Diesel,Individual,25.83 kmpl
7154,Skoda,2008,210000,Diesel,Individual,18.7 kmpl
7155,Mahindra,2019,977000,Diesel,Individual,17.3 kmpl
7156,Maruti,2018,440000,Petrol,Individual,20.51 kmpl
7157,Maruti,2018,440000,Petrol,Individual,20.51 kmpl
7158,Hyundai,2018,655000,Petrol,Individual,18.6 kmpl
7159,Renault,2016,295000,Petrol,Individual,25.17 kmpl
7160,Hyundai,2018,655000,Petrol,Individual,18.6 kmpl
7161,Hyundai,2007,65000,Petrol,Individual,15.0 kmpl
7162,Tata,2017,1200000,Diesel,Individual,17.6 kmpl
7163,Tata,2017,1251000,Diesel,Individual,17.6 kmpl
7164,Tata,2010,200000,Diesel,Individual,23.03 kmpl
7165,Hyundai,2016,750000,Diesel,Individual,21.19 kmpl
7166,Maruti,2018,400000,CNG,Individual,26.6 km/kg
7167,Honda,2017,475000,Petrol,Individual,17.8 kmpl
7168,Tata,2012,110000,Diesel,Individual,17.8 kmpl
7169,Renault,2017,350000,Petrol,Individual,23.01 kmpl
7170,Maruti,2016,450000,Diesel,Individual,23.4 kmpl
7171,Tata,2010,150000,Diesel,Individual,17.0 kmpl
7172,Tata,2009,80000,Diesel,Individual,17.2 kmpl
7173,Hyundai,2015,430000,Petrol,Individual,18.6 kmpl
7174,Toyota,2017,1450000,Diesel,Individual,13.68 kmpl
7175,Chevrolet,2011,360000,Diesel,Individual,18.3 kmpl
7176,Tata,2017,1445000,Diesel,Individual,17.6 kmpl
7177,Honda,2016,670000,Diesel,Individual,26.0 kmpl
7178,Mercedes-Benz,2016,2000000,Petrol,Individual,13.7 kmpl
7180,Honda,2015,440000,Diesel,Individual,25.8 kmpl
7181,Hyundai,2012,254999,Diesel,Individual,23.0 kmpl
7182,Datsun,2018,530000,Petrol,Individual,19.02 kmpl
7183,Mahindra,2016,890000,Diesel,Individual,16.0 kmpl
7184,Volkswagen,2013,280000,Diesel,Individual,22.07 kmpl
7185,Maruti,2017,725000,Petrol,Individual,21.21 kmpl
7186,Mahindra,2016,700000,Diesel,Individual,18.49 kmpl
7187,Maruti,2007,90000,Petrol,Individual,18.2 kmpl
7188,Hyundai,2015,287000,Petrol,Individual,19.81 kmpl
7189,Hyundai,2018,1380000,Petrol,Individual,14.8 kmpl
7190,Toyota,2013,750000,Diesel,Individual,12.99 kmpl
7191,Hyundai,2016,650000,Petrol,Individual,17.43 kmpl
7192,Maruti,2013,240000,Petrol,Individual,20.51 kmpl
7193,Hyundai,2013,290000,Petrol,Individual,21.1 kmpl
7194,Hyundai,2014,229999,Petrol,Individual,21.1 kmpl
7195,Honda,2016,1000000,Diesel,Individual,26.0 kmpl
7196,Hyundai,2012,200000,Petrol,Individual,17.92 kmpl
7197,Maruti,2004,90000,Petrol,Individual,19.7 kmpl
7198,Hyundai,2012,330000,Diesel,Individual,23.0 kmpl
7199,Maruti,2009,200000,Diesel,Individual,21.1 kmpl
7200,Mahindra,2018,420000,Diesel,Individual,25.32 kmpl
7201,Maruti,2009,260000,Diesel,Individual,19.3 kmpl
7202,Hyundai,2016,590000,Petrol,Individual,18.6 kmpl
7203,Maruti,2015,545000,Diesel,Individual,25.2 kmpl
7204,Maruti,2011,210000,Petrol,Individual,18.9 kmpl
7205,Honda,2008,185000,Petrol,Individual,17.7 kmpl
7206,Maruti,2006,125000,Petrol,Individual,18.9 kmpl
7207,Hyundai,2014,280000,Petrol,Individual,21.1 kmpl
7209,Maruti,2005,98000,Petrol,Individual,18.9 kmpl
7210,Tata,2009,100000,Diesel,Individual,17.0 kmpl
7211,Mahindra,2013,250000,Diesel,Individual,20.8 kmpl
7212,Toyota,2010,750000,Diesel,Individual,11.5 kmpl
7213,Chevrolet,2007,160000,Diesel,Individual,16.52 kmpl
7214,Hyundai,2013,509999,Diesel,Individual,22.32 kmpl
7215,Tata,2009,95000,Diesel,Individual,17.88 kmpl
7216,Hyundai,2014,525000,Diesel,Individual,22.32 kmpl
7217,Datsun,2017,278000,Petrol,Individual,22.5 kmpl
7218,Maruti,1997,50000,Petrol,Individual,16.1 kmpl
7219,Volkswagen,2011,254999,Diesel,Individual,22.07 kmpl
7220,Maruti,2019,675000,Petrol,Individual,21.21 kmpl
7221,Maruti,2016,600000,Diesel,Individual,26.59 kmpl
7222,Maruti,2018,950000,Diesel,Individual,25.1 kmpl
7223,Honda,2007,229999,Petrol,Individual,17.7 kmpl
7224,Toyota,2009,600000,Diesel,Individual,12.8 kmpl
7225,Maruti,2017,330000,Petrol,Individual,24.7 kmpl
7226,Maruti,2017,350000,Petrol,Individual,23.95 kmpl
7227,Volkswagen,2016,560000,Petrol,Individual,16.2 kmpl
7228,Maruti,2017,440000,Petrol,Individual,20.51 kmpl
7229,Maruti,2011,220000,Petrol,Individual,19.0 kmpl
7230,Maruti,2017,750000,Diesel,Individual,28.4 kmpl
7231,Mahindra,2015,800000,Diesel,Individual,15.1 kmpl
7232,Tata,2007,59259,Diesel,Individual,17.2 kmpl
7233,Maruti,2018,740000,Petrol,Individual,21.4 kmpl
7234,Maruti,2019,570000,Petrol,Individual,20.89 kmpl
7235,Maruti,2017,430000,Petrol,Individual,20.51 kmpl
7236,Maruti,2016,800000,Diesel,Individual,24.3 kmpl
7237,Hyundai,2015,450000,Diesel,Individual,24.0 kmpl
7238,Maruti,2013,420000,Diesel,Individual,23.4 kmpl
7239,Mahindra,2015,750000,Diesel,Individual,18.06 kmpl
7240,Maruti,2019,780000,Petrol,Individual,21.1 kmpl
7241,Volkswagen,2011,320000,Diesel,Individual,22.07 kmpl
