car_id,name,year,selling_price,fuel,seller_type,km_driven,owner,mileage
CarID7580,Honda Jazz 1.5 V i DTEC,2016,650000,Diesel,Individual,30000,Second Owner,27.3 kmpl
CarID7581,Renault Pulse RxL,2012,220000,Diesel,Individual,75000,First Owner,23.08 kmpl
CarID7582,Maruti Swift 1.3 ZXI,2006,229999,Petrol,Individual,110000,Third Owner,""
CarID7583,Maruti Swift 1.3 VXi,2006,215000,Petrol,Individual,90000,Fourth & Above Owner,""
CarID7584,Tata Indica V2 DLS TC,2006,100000,Diesel,Individual,110000,Third Owner,16.8 kmpl
CarID7585,Hyundai Accent GLS 1.6,2004,110000,Petrol,Individual,120000,Fourth & Above Owner,14.4 kmpl
CarID7586,Tata Indica Vista Aqua 1.4 TDI,2009,152000,Diesel,Individual,48000,Second Owner,17.0 kmpl
CarID7587,Maruti Ignis Zeta AMT,2020,600000,Petrol,Individual,5000,First Owner,20.89 kmpl
CarID7588,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,620000,Diesel,Individual,120000,First Owner,13.58 kmpl
CarID7589,Toyota Platinum Etios 1.4 GXD,2018,780000,Diesel,Individual,116000,First Owner,23.59 kmpl
CarID7590,Maruti Swift LXI,2020,445000,Petrol,Individual,1000,First Owner,21.21 kmpl
CarID7591,Hyundai Xcent 1.2 VTVT S AT,2018,575000,Petrol,Individual,15000,First Owner,17.36 kmpl
CarID7592,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,Diesel,Individual,5000,First Owner,25.1 kmpl
CarID7593,Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,Petrol,Individual,3500,First Owner,23.84 kmpl
CarID7594,Ford Figo 1.5D Titanium MT,2015,480000,Diesel,Individual,80000,First Owner,25.83 kmpl
CarID7595,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,Petrol,Individual,48676,First Owner,19.7 kmpl
CarID7596,Hyundai Santro Xing XL eRLX Euro II,2006,105000,Petrol,Individual,60000,Third Owner,""
CarID7597,BMW 6 Series GT 630d Luxury Line,2018,5830000,Diesel,Individual,30000,First Owner,17.09 kmpl
CarID7598,Hyundai i20 1.2 Magna Executive,2014,415000,Petrol,Dealer,72000,First Owner,18.6 kmpl
CarID7599,Maruti Swift VXI BSIV,2015,475000,Petrol,Dealer,51000,First Owner,22.0 kmpl
CarID7600,Maruti Ignis Zeta,2017,525000,Petrol,Dealer,29000,First Owner,20.89 kmpl
CarID7601,Maruti Wagon R VXI 1.2,2015,365000,Petrol,Dealer,28000,First Owner,20.52 kmpl
CarID7602,Maruti Swift VDI BSIV,2011,375000,Diesel,Dealer,97000,First Owner,25.2 kmpl
CarID7603,Maruti Swift Dzire VDI,2018,765000,Diesel,Dealer,59000,First Owner,28.4 kmpl
CarID7604,Maruti Swift Dzire VDI,2019,770000,Diesel,Individual,27000,First Owner,28.4 kmpl
CarID7605,Renault KWID RXT,2018,350000,Petrol,Individual,30000,First Owner,25.17 kmpl
CarID7606,Mahindra Scorpio 1.99 S6 Plus,2015,875000,Diesel,Individual,70000,First Owner,15.4 kmpl
CarID7607,Mahindra XUV500 W6 2WD,2014,780000,Diesel,Dealer,69000,First Owner,15.1 kmpl
CarID7608,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,990000,Diesel,Individual,15000,First Owner,25.1 kmpl
CarID7609,Maruti Swift Dzire VDI,2019,800000,Diesel,Dealer,35700,First Owner,28.4 kmpl
CarID7610,Hyundai Verna 1.6 SX,2012,350000,Diesel,Individual,120000,Third Owner,22.32 kmpl
CarID7611,Volkswagen Polo Diesel Comfortline 1.2L,2013,325000,Diesel,Individual,120000,First Owner,22.07 kmpl
CarID7612,Volkswagen Polo Diesel Comfortline 1.2L,2013,360000,Diesel,Individual,80000,First Owner,22.07 kmpl
CarID7613,Maruti Alto K10 2010-2014 VXI,2010,148000,Petrol,Individual,120000,First Owner,20.92 kmpl
CarID7614,Maruti Baleno Delta 1.3,2017,670000,Diesel,Individual,36000,First Owner,27.39 kmpl
CarID7615,Toyota Etios Liva GD,2014,430999,Diesel,Individual,120000,First Owner,23.59 kmpl
CarID7616,Maruti Omni E MPI STD BS IV,2017,260000,Petrol,Individual,9000,First Owner,16.8 kmpl
CarID7617,Tata Nano Lx BSIV,2012,70000,Petrol,Individual,50000,Second Owner,25.4 kmpl
CarID7618,Renault KWID Climber 1.0 MT BSIV,2019,300000,Petrol,Individual,35000,First Owner,23.01 kmpl
CarID7620,Ford Figo Diesel Titanium,2010,260000,Diesel,Individual,70000,First Owner,20.0 kmpl
CarID7621,Maruti Swift Dzire VDi,2012,320000,Diesel,Individual,90000,Third Owner,19.3 kmpl
CarID7622,Tata Nexon 1.2 Revotron XM,2018,700000,Petrol,Individual,35000,First Owner,17.0 kmpl
CarID7623,Volkswagen Polo Petrol Highline 1.2L,2012,415000,Petrol,Individual,80000,First Owner,16.47 kmpl
CarID7624,Maruti Swift Vdi BSIII,2008,260000,Diesel,Individual,120000,Second Owner,17.8 kmpl
CarID7625,Tata Nano Cx,2011,70000,Petrol,Individual,80000,First Owner,26.0 kmpl
CarID7626,Toyota Etios Liva G,2015,515000,Petrol,Individual,30000,First Owner,17.71 kmpl
CarID7627,Hyundai Verna 1.6 CRDi SX,2016,803999,Diesel,Individual,60000,First Owner,23.9 kmpl
CarID7628,Skoda Octavia L and K 1.9 TDI (MT),2007,275000,Diesel,Individual,200000,Second Owner,16.6 kmpl
CarID7629,Ford EcoSport 1.5 TDCi Titanium BSIV,2017,934000,Diesel,Individual,101000,First Owner,22.77 kmpl
CarID7630,Ford Fiesta 1.4 Duratorq ZXI,2007,210000,Diesel,Individual,110000,First Owner,17.8 kmpl
CarID7631,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1050000,Diesel,Individual,136000,Third Owner,12.99 kmpl
CarID7632,Chevrolet Tavera B2 8 Seats BSIII,2011,650000,Diesel,Individual,250000,Second Owner,14.8 kmpl
CarID7633,Chevrolet Cruze LTZ,2012,550000,Diesel,Individual,74000,Fourth & Above Owner,17.3 kmpl
CarID7634,Chevrolet Tavera Neo LT-L - 9 seats BSII,2010,285000,Diesel,Individual,265000,Fourth & Above Owner,14.8 kmpl
CarID7635,Honda Jazz 1.2 VX i VTEC,2015,700000,Petrol,Individual,22700,First Owner,18.7 kmpl
CarID7636,Hyundai Grand i10 Sportz,2016,525000,Petrol,Individual,45000,First Owner,18.9 kmpl
CarID7637,Maruti Eeco 5 Seater AC BSIV,2011,250000,Petrol,Individual,36000,Second Owner,15.37 kmpl
CarID7638,Maruti Swift Dzire ZDI,2015,575000,Diesel,Individual,57000,Second Owner,26.59 kmpl
CarID7639,Tata Tiago 1.05 Revotorq XZ,2018,540000,Diesel,Individual,33000,First Owner,27.28 kmpl
CarID7640,Maruti Ertiga VXI,2012,560000,Petrol,Individual,59000,First Owner,16.02 kmpl
CarID7641,Volkswagen Vento Diesel Highline,2012,380000,Diesel,Individual,200000,First Owner,20.54 kmpl
CarID7642,Ford Figo Petrol Titanium,2011,240000,Petrol,Individual,80000,Second Owner,15.6 kmpl
CarID7643,Chevrolet Spark 1.0 LT LPG,2012,300000,LPG,Individual,70000,First Owner,13.2 km/kg
CarID7644,Datsun RediGO S,2018,280000,Petrol,Individual,50000,First Owner,22.7 kmpl
CarID7645,Maruti Ritz VDi,2011,350000,Diesel,Individual,118000,Second Owner,21.1 kmpl
CarID7646,Tata Indica Vista TDI LS,2014,110000,Diesel,Individual,250000,Second Owner,19.1 kmpl
CarID7647,Tata Nexon 1.5 Revotorq XZ Plus,2018,980000,Diesel,Individual,20000,First Owner,21.5 kmpl
CarID7648,Tata Nexon 1.5 Revotorq XZ Plus,2018,969999,Diesel,Individual,21871,First Owner,21.5 kmpl
CarID7649,Mahindra KUV 100 mFALCON D75 K8,2016,357000,Diesel,Individual,120000,First Owner,25.32 kmpl
CarID7650,Tata Indica Vista TDI LX,2014,280000,Diesel,Individual,100000,First Owner,19.1 kmpl
CarID7651,Mahindra Bolero 2011-2019 ZLX,2012,430000,Diesel,Individual,50000,First Owner,15.96 kmpl
CarID7652,Maruti Swift VDI BSIV,2014,217000,Diesel,Individual,50000,First Owner,""
CarID7653,Maruti Alto 800 LXI Airbag,2015,250000,Petrol,Individual,70000,First Owner,22.74 kmpl
CarID7654,Chevrolet Enjoy 1.3 TCDi LS 8,2016,525000,Diesel,Individual,80000,First Owner,18.2 kmpl
CarID7655,Tata Tiago 1.2 Revotron XZ,2018,500000,Petrol,Individual,25000,First Owner,23.84 kmpl
CarID7656,Mahindra Scorpio S5 BSIV,2019,1000000,Diesel,Individual,60000,First Owner,16.36 kmpl
CarID7657,Maruti Alto 800 LXI Optional,2017,316000,Petrol,Individual,25000,First Owner,24.7 kmpl
CarID7658,Maruti Alto 800 VXI Optional,2018,350000,Petrol,Individual,50000,First Owner,24.7 kmpl
CarID7659,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,950000,Diesel,Individual,14000,First Owner,21.5 kmpl
CarID7660,Maruti 800 AC,2005,45000,Petrol,Individual,55425,Second Owner,16.1 kmpl
CarID7661,Mahindra Bolero 2011-2019 SLX,2013,475000,Diesel,Individual,76000,First Owner,15.96 kmpl
CarID7662,Toyota Fortuner 2.8 4WD AT BSIV,2020,3200000,Diesel,Individual,3000,First Owner,15.04 kmpl
CarID7663,Mahindra TUV 300 T8,2016,600000,Diesel,Individual,139000,First Owner,18.49 kmpl
CarID7664,Volkswagen Vento 1.6 Highline,2014,430000,Petrol,Individual,100000,First Owner,15.04 kmpl
CarID7665,Hyundai Creta 1.6 CRDi SX,2015,965000,Diesel,Individual,60000,First Owner,19.67 kmpl
CarID7666,Skoda Rapid 1.6 MPI AT Elegance,2013,395000,Petrol,Individual,35000,Second Owner,14.3 kmpl
CarID7667,Tata Sumo CX 9 Seater,2008,150000,Diesel,Individual,120000,First Owner,12.2 kmpl
CarID7668,Maruti Ertiga ZDI,2013,700000,Diesel,Individual,37659,First Owner,20.77 kmpl
CarID7669,Maruti Ritz VDi,2012,250000,Diesel,Individual,89000,Second Owner,23.2 kmpl
CarID7670,Maruti Ertiga ZDI,2013,680000,Diesel,Individual,37500,Second Owner,20.77 kmpl
CarID7671,Tata Tiago 1.2 Revotron XTA,2018,500000,Petrol,Individual,5000,First Owner,23.84 kmpl
CarID7672,Hyundai Grand i10 1.2 Kappa Asta,2013,420000,Petrol,Individual,21000,First Owner,18.9 kmpl
CarID7673,Maruti Alto K10 LXI,2017,290000,Petrol,Individual,10000,Second Owner,23.95 kmpl
CarID7674,Maruti Swift Dzire VDI,2017,750000,Diesel,Individual,30000,First Owner,28.4 kmpl
CarID7675,Maruti Eeco 7 Seater Standard BSIV,2015,300000,Petrol,Individual,19800,First Owner,15.37 kmpl
CarID7676,Maruti Ritz VDi,2011,250000,Diesel,Individual,90000,Third Owner,21.1 kmpl
CarID7677,Honda Brio Exclusive Edition,2014,335000,Petrol,Dealer,33033,First Owner,19.4 kmpl
CarID7678,Hyundai Grand i10 AT Asta,2015,465000,Petrol,Dealer,63063,First Owner,18.9 kmpl
CarID7679,Maruti Wagon R LXI Minor,2007,100000,Petrol,Individual,70000,Second Owner,18.9 kmpl
CarID7680,Maruti Wagon R LX BSIII,2007,100000,Petrol,Individual,80000,Second Owner,17.3 kmpl
CarID7681,Maruti Ertiga VDI,2013,550000,Diesel,Individual,120000,Third Owner,20.77 kmpl
CarID7682,Maruti Swift Dzire VDi,2012,341000,Diesel,Individual,120000,First Owner,19.3 kmpl
CarID7683,Hyundai Grand i10 1.2 CRDi Sportz,2017,600000,Diesel,Individual,50000,First Owner,24.0 kmpl
CarID7684,Honda City i DTEC VX,2014,650000,Diesel,Individual,167000,First Owner,25.1 kmpl
CarID7685,Chevrolet Spark 1.0 PS,2008,75527,Petrol,Individual,80000,First Owner,16.0 kmpl
CarID7686,Tata Indigo CS eLX BS IV,2014,215000,Diesel,Individual,100000,Second Owner,25.0 kmpl
CarID7687,Maruti Ciaz ZDi Plus SHVS,2017,650000,Diesel,Individual,60000,First Owner,28.09 kmpl
CarID7688,Renault Captur 1.5 Diesel RXT,2017,900000,Diesel,Individual,50000,First Owner,20.37 kmpl
CarID7689,Hyundai i20 Sportz 1.2,2014,500000,Petrol,Individual,17000,First Owner,18.6 kmpl
CarID7690,Maruti Baleno Delta 1.2,2017,550000,Petrol,Individual,46000,First Owner,21.4 kmpl
CarID7691,Maruti Swift VDI Optional,2015,475000,Diesel,Individual,60000,First Owner,25.2 kmpl
CarID7692,Maruti Wagon R LX,2006,65000,Petrol,Individual,198000,Second Owner,18.9 kmpl
CarID7693,Hyundai Xcent 1.1 CRDi SX,2015,425000,Diesel,Individual,60000,First Owner,24.4 kmpl
CarID7694,Toyota Corolla Altis Diesel D4DJ,2012,476999,Diesel,Individual,90000,Fourth & Above Owner,21.43 kmpl
CarID7695,Chevrolet Spark 1.0 LS,2011,150000,Petrol,Individual,40000,Second Owner,18.0 kmpl
CarID7696,Maruti Alto LXi,2011,225000,Petrol,Individual,90000,First Owner,19.7 kmpl
CarID7697,Maruti Alto LXi,2010,190000,Petrol,Individual,80000,First Owner,19.7 kmpl
CarID7698,Maruti Alto LX,2003,100000,Petrol,Individual,164000,Third Owner,19.7 kmpl
CarID7699,Mahindra Bolero SLE BSIII,2011,400000,Diesel,Individual,70000,Second Owner,13.6 kmpl
CarID7700,Audi Q5 35TDI Premium Plus,2018,3975000,Diesel,Dealer,31800,First Owner,17.01 kmpl
CarID7701,Honda CR-V 2.0L 2WD AT,2016,1350000,Petrol,Dealer,74000,First Owner,13.7 kmpl
CarID7702,Lexus ES 300h,2019,5150000,Petrol,Dealer,20000,First Owner,22.37 kmpl
CarID7703,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,45000,First Owner,19.33 kmpl
CarID7704,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,Petrol,Individual,17000,First Owner,9.5 kmpl
CarID7705,Mahindra Thar CRDe AC,2018,900000,Diesel,Dealer,12000,First Owner,16.55 kmpl
CarID7706,Toyota Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,68089,First Owner,19.16 kmpl
CarID7707,Honda Jazz VX,2016,550000,Petrol,Trustmark Dealer,56494,First Owner,18.2 kmpl
CarID7708,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,79328,Second Owner,12.99 kmpl
CarID7709,Honda Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,7032,First Owner,19.0 kmpl
CarID7710,BMW 5 Series 520d Sport Line,2018,4000000,Diesel,Dealer,10000,First Owner,22.48 kmpl
CarID7711,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,Petrol,Dealer,17000,First Owner,15.0 kmpl
CarID7712,Land Rover Discovery Sport TD4 SE,2019,4500000,Diesel,Dealer,21000,First Owner,12.83 kmpl
CarID7713,Tata Hexa XE,2017,969999,Diesel,Dealer,26500,First Owner,17.6 kmpl
CarID7714,Mercedes-Benz S-Class S 350 CDI,2017,6000000,Diesel,Dealer,37000,First Owner,13.5 kmpl
CarID7715,Hyundai Grand i10 1.2 Kappa Magna AT,2016,475000,Petrol,Trustmark Dealer,45629,First Owner,18.9 kmpl
CarID7716,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,Petrol,Dealer,3500,First Owner,18.15 kmpl
CarID7717,Honda CR-V 2.4L 4WD AT AVN,2017,1650000,Petrol,Dealer,52000,First Owner,12.0 kmpl
CarID7718,Mahindra Bolero Power Plus SLE,2019,740000,Diesel,Individual,35000,First Owner,16.5 kmpl
CarID7719,Mahindra KUV 100 G80 K2,2018,400000,Petrol,Individual,15000,First Owner,18.15 kmpl
CarID7720,Maruti Wagon R LXI Optional,2018,430000,Petrol,Individual,14000,First Owner,20.51 kmpl
CarID7721,Mahindra XUV300 W8 Option BSIV,2019,1132000,Petrol,Individual,20000,First Owner,17.0 kmpl
CarID7722,Maruti Wagon R LXI BS IV,2017,352000,Petrol,Dealer,68850,First Owner,18.9 kmpl
CarID7723,Tata Tiago 1.2 Revotron XE,2016,252999,Petrol,Dealer,45775,First Owner,23.84 kmpl
CarID7724,Chevrolet Spark 1.0 LT,2012,80000,Petrol,Individual,70000,Second Owner,16.2 kmpl
CarID7725,Maruti Wagon R LXI,2015,313000,Petrol,Dealer,68203,First Owner,21.79 kmpl
CarID7726,Hyundai Grand i10 SportZ Edition,2014,380000,Petrol,Individual,30000,Second Owner,18.9 kmpl
CarID7727,Renault KWID RXL,2018,350000,Petrol,Individual,25000,First Owner,25.17 kmpl
CarID7728,Renault Duster 85PS Diesel RxE,2016,600000,Diesel,Individual,90000,Second Owner,19.87 kmpl
CarID7729,Tata Manza Aqua Quadrajet,2011,88000,Diesel,Dealer,97343,First Owner,18.8 kmpl
CarID7730,Maruti Omni 8 Seater BSII,2008,160000,Petrol,Individual,70000,Fourth & Above Owner,19.7 kmpl
CarID7731,Maruti Omni E 8 Str STD,2008,125000,Petrol,Individual,70000,Fourth & Above Owner,""
CarID7732,Hyundai i10 Sportz,2014,290000,Petrol,Individual,31000,First Owner,20.36 kmpl
CarID7733,Mahindra Scorpio S4 7 Seater,2014,650000,Diesel,Individual,70000,First Owner,15.4 kmpl
CarID7734,Maruti Eeco CNG 5 Seater AC BSIV,2015,380000,CNG,Individual,20000,First Owner,21.94 km/kg
CarID7735,Hyundai EON D Lite Plus,2014,180000,Petrol,Individual,62000,First Owner,21.1 kmpl
CarID7736,Maruti 800 AC,2008,75000,Petrol,Individual,29000,First Owner,16.1 kmpl
CarID7737,Tata Safari DICOR 2.2 LX 4x2,2012,132000,Diesel,Dealer,82507,First Owner,13.93 kmpl
CarID7738,Chevrolet Beat LS,2010,110000,Petrol,Individual,60000,Second Owner,18.6 kmpl
CarID7739,Maruti Alto K10 VXI,2018,390000,Petrol,Individual,10000,First Owner,23.95 kmpl
CarID7740,Hyundai i20 Asta 1.2,2015,550000,Petrol,Individual,70000,First Owner,18.6 kmpl
CarID7741,Hyundai Santro Xing XG,2004,70000,Petrol,Individual,70000,Second Owner,""
CarID7742,Maruti 800 AC BSIII,2008,70000,Petrol,Individual,59400,Fourth & Above Owner,16.1 kmpl
CarID7743,Hyundai EON Era Plus,2013,275000,Petrol,Individual,20000,First Owner,21.1 kmpl
CarID7744,Maruti SX4 Vxi BSIII,2009,250000,Petrol,Individual,125876,Second Owner,15.0 kmpl
CarID7745,Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,Petrol,Individual,5000,First Owner,16.0 kmpl
CarID7746,Tata Sumo MKII GX BS IV,2011,250000,Diesel,Individual,90000,Second Owner,13.55 kmpl
CarID7747,Isuzu D-Max V-Cross 4X4,2017,1250000,Diesel,Individual,56800,First Owner,12.4 kmpl
CarID7748,Audi A4 2.0 TDI,2014,1500000,Diesel,Individual,60000,First Owner,16.55 kmpl
CarID7749,Toyota Innova Crysta 2.5 VX BS IV,2011,800000,Diesel,Individual,60000,First Owner,12.8 kmpl
CarID7750,Toyota Fortuner 4x2 Manual,2014,1380000,Diesel,Individual,150000,First Owner,13.0 kmpl
CarID7751,Maruti Celerio VXI AT,2014,325000,Petrol,Trustmark Dealer,65204,First Owner,23.1 kmpl
CarID7752,Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000,Petrol,Trustmark Dealer,2286,First Owner,18.15 kmpl
CarID7753,Maruti Swift AMT ZXI,2018,655000,Petrol,Dealer,15732,First Owner,22.0 kmpl
CarID7754,Mahindra Thar DI 4X4,2019,890000,Diesel,Dealer,13000,First Owner,18.06 kmpl
CarID7755,Maruti Ignis 1.2 Zeta BSIV,2018,525000,Petrol,Dealer,33000,First Owner,20.89 kmpl
CarID7756,Hyundai i10 Magna 1.1L,2014,300000,Petrol,Individual,100000,First Owner,19.81 kmpl
CarID7757,BMW 3 Series 320d GT Luxury Line,2017,2950000,Diesel,Dealer,39000,First Owner,19.59 kmpl
CarID7758,BMW 5 Series 520d Luxury Line,2019,5200000,Diesel,Dealer,10000,First Owner,18.12 kmpl
CarID7759,Honda City i VTEC VX,2018,925000,Petrol,Dealer,28900,First Owner,17.8 kmpl
CarID7760,Honda City 1.5 S MT,2017,675000,Petrol,Dealer,49523,First Owner,17.0 kmpl
CarID7761,Maruti Vitara Brezza VDi,2018,745000,Diesel,Dealer,48000,First Owner,24.3 kmpl
CarID7762,Maruti Vitara Brezza ZDi,2018,835000,Diesel,Dealer,17000,First Owner,24.3 kmpl
CarID7763,Volkswagen Polo 1.5 TDI Comfortline,2019,695000,Diesel,Dealer,36800,First Owner,20.14 kmpl
CarID7764,Maruti Vitara Brezza LDi Option,2018,725000,Diesel,Dealer,36521,First Owner,24.3 kmpl
CarID7765,Maruti Swift Dzire VXI 1.2 BS IV,2017,620000,Petrol,Individual,90000,First Owner,22.0 kmpl
CarID7766,Maruti Zen Classic,1998,58000,Petrol,Individual,80000,Third Owner,17.3 kmpl
CarID7767,Nissan Sunny Diesel XL,2014,335000,Diesel,Dealer,71000,First Owner,21.64 kmpl
CarID7768,Mahindra XUV500 W6 2WD,2011,475000,Diesel,Dealer,108000,First Owner,16.0 kmpl
CarID7769,Renault Duster 85PS Diesel RxL,2015,484999,Diesel,Dealer,75000,First Owner,19.87 kmpl
CarID7770,Maruti Ciaz ZXi Plus,2015,610000,Petrol,Individual,33000,First Owner,20.73 kmpl
CarID7771,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,Diesel,Individual,50000,First Owner,19.67 kmpl
CarID7772,Renault KWID Climber 1.0 MT BSIV,2019,300000,Petrol,Individual,35000,First Owner,23.01 kmpl
CarID7773,Hyundai Creta 1.6 SX Option Executive,2018,1405000,Petrol,Individual,15000,First Owner,15.8 kmpl
CarID7774,Maruti Ciaz Delta BSIV,2018,650000,Petrol,Individual,22000,Second Owner,21.56 kmpl
CarID7775,Hyundai Creta 1.6 CRDi SX,2015,850000,Diesel,Individual,108000,First Owner,19.67 kmpl
CarID7776,Audi Q5 3.0 TDI Quattro,2014,1850000,Diesel,Individual,76131,First Owner,13.22 kmpl
CarID7777,Hyundai i10 Magna,2012,267000,Petrol,Individual,40000,First Owner,20.36 kmpl
CarID7778,Hyundai EON Magna Plus,2013,215000,Petrol,Individual,47000,Second Owner,21.1 kmpl
CarID7779,Tata Hexa XT,2017,1282000,Diesel,Individual,45000,First Owner,17.6 kmpl
CarID7780,Maruti Alto 800 LX,2017,282000,Petrol,Individual,15000,First Owner,24.7 kmpl
CarID7781,Toyota Innova 2.5 GX 8 STR,2012,610000,Diesel,Individual,90000,First Owner,12.8 kmpl
CarID7782,Mahindra Thar CRDe,2018,900000,Diesel,Individual,35000,First Owner,16.55 kmpl
CarID7783,Mahindra Scorpio 1.99 S4,2015,800000,Diesel,Individual,70000,First Owner,15.4 kmpl
CarID7784,Hyundai i20 Asta 1.4 CRDi,2013,380000,Diesel,Individual,110000,Second Owner,21.27 kmpl
CarID7785,Mahindra Scorpio LX,2012,450000,Diesel,Individual,120000,Second Owner,12.05 kmpl
CarID7786,Maruti SX4 Celebration Diesel,2011,242000,Diesel,Individual,120000,First Owner,21.5 kmpl
CarID7787,Renault KWID RXT,2017,350000,Petrol,Individual,35000,Second Owner,25.17 kmpl
CarID7788,Tata Tigor 1.2 Revotron XT,2018,400000,Petrol,Individual,22000,First Owner,20.3 kmpl
CarID7789,Maruti Wagon R VXI Optional,2017,400000,Petrol,Individual,70000,First Owner,20.51 kmpl
CarID7790,Chevrolet Sail 1.3 LS,2013,246000,Diesel,Dealer,56000,First Owner,22.1 kmpl
CarID7791,Tata Indigo CS LS (TDI) BS-III,2014,221000,Diesel,Dealer,65000,First Owner,19.09 kmpl
CarID7792,Ford Endeavour 2.5L 4X2,2013,700000,Diesel,Dealer,62000,First Owner,13.1 kmpl
CarID7793,Toyota Fortuner 4x4 AT,2016,1750000,Diesel,Dealer,52000,First Owner,12.55 kmpl
CarID7794,Hyundai Xcent 1.2 CRDi SX,2017,550000,Diesel,Dealer,49000,First Owner,25.4 kmpl
CarID7795,Maruti Ciaz VDi Plus SHVS,2015,550000,Diesel,Dealer,50000,Second Owner,28.09 kmpl
CarID7796,Maruti Swift VDI,2013,375000,Diesel,Dealer,65000,First Owner,28.4 kmpl
CarID7797,Hyundai Xcent 1.1 CRDi Base,2015,391000,Diesel,Dealer,55000,First Owner,24.4 kmpl
CarID7798,Mercedes-Benz B Class B200 CDI Sport,2015,2051000,Diesel,Dealer,35000,Second Owner,19.7 kmpl
CarID7799,Tata Aria Pure LX 4x2,2014,525000,Diesel,Dealer,78000,Second Owner,15.05 kmpl
CarID7800,Hyundai Verna CRDi SX,2007,212000,Diesel,Dealer,58000,Second Owner,16.8 kmpl
CarID7801,Chevrolet Beat Diesel LT,2011,221000,Diesel,Dealer,56000,Second Owner,25.44 kmpl
CarID7802,Fiat Linea Emotion (Diesel),2010,265000,Diesel,Dealer,61000,Second Owner,20.4 kmpl
CarID7803,Renault Scala Diesel RxL,2013,399000,Diesel,Dealer,61000,Second Owner,21.64 kmpl
CarID7804,Hyundai Getz 1.5 CRDi GVS,2008,175000,Diesel,Dealer,61000,Second Owner,17.1 kmpl
CarID7805,Skoda Rapid 1.6 TDI Elegance,2011,411000,Diesel,Dealer,64481,Second Owner,20.5 kmpl
CarID7806,Volkswagen Vento Diesel Comfortline,2011,365000,Diesel,Dealer,65000,Second Owner,20.54 kmpl
CarID7807,BMW 5 Series 520d Sport Line,2009,975000,Diesel,Dealer,80000,Second Owner,22.48 kmpl
CarID7808,Nissan Sunny XV D,2015,499000,Diesel,Dealer,61000,Second Owner,22.71 kmpl
CarID7809,Mercedes-Benz M-Class ML 350 CDI,2014,2575000,Diesel,Individual,70000,First Owner,11.74 kmpl
CarID7810,Chevrolet Spark 1.0,2009,145000,Petrol,Individual,30000,First Owner,18.0 kmpl
CarID7811,Tata Indica Vista Aqua TDI BSIII,2011,200000,Diesel,Individual,200000,Second Owner,17.0 kmpl
CarID7812,Audi Q3 2.0 TDI Quattro Premium Plus,2014,1200000,Diesel,Individual,230000,First Owner,15.73 kmpl
CarID7813,Hyundai EON 1.0 Magna Plus Option O,2016,280000,Petrol,Individual,100000,First Owner,20.3 kmpl
CarID7814,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,450000,Diesel,Individual,95000,Second Owner,11.79 kmpl
CarID7815,Honda City 2017-2020 EXi,2006,150000,Petrol,Individual,140000,Third Owner,17.7 kmpl
CarID7816,Honda Mobilio S i VTEC,2017,600000,Petrol,Individual,70000,First Owner,17.3 kmpl
CarID7817,Renault KWID RXT Optional,2016,275000,Petrol,Individual,60000,First Owner,25.17 kmpl
CarID7818,Tata Manza Aura Quadrajet,2010,110000,Diesel,Individual,88000,First Owner,18.8 kmpl
CarID7819,Mahindra XUV500 W8 4WD,2012,500000,Diesel,Individual,200000,Fourth & Above Owner,15.1 kmpl
CarID7820,Mahindra XUV500 W8 4WD,2012,700000,Diesel,Individual,60000,Second Owner,15.1 kmpl
CarID7821,BMW 3 Series 320d Corporate Edition,2012,900000,Diesel,Individual,155000,Second Owner,16.07 kmpl
CarID7822,Maruti Wagon R VXI,2005,150000,Petrol,Individual,80000,Second Owner,18.9 kmpl
CarID7823,Nissan Sunny XV,2013,275000,Petrol,Individual,80000,Third Owner,16.95 kmpl
CarID7824,Maruti Swift VDI,2014,455000,Diesel,Individual,40000,First Owner,28.4 kmpl
CarID7825,Hyundai Creta 1.6 CRDi SX Plus,2015,900000,Diesel,Individual,50000,First Owner,19.67 kmpl
CarID7826,Maruti Swift VDI BSIV,2014,455000,Diesel,Individual,40000,First Owner,25.2 kmpl
